File Name	Global RMSD (Å)	Chai Score
extendlen_26_cycle_1_4_sample2.cif	9.8541	0.1621
extendlen_27_cycle_5_2_sample1.cif	9.4264	0.1667
extendlen_37_cycle_1_0_sample1.cif	12.1262	0.1533
extendlen_26_cycle_5_1_sample2.cif	12.3018	0.1624
extendlen_38_cycle_3_6_sample2.cif	10.0112	0.1497
extendlen_28_cycle_1_1_sample2.cif	10.6618	0.1596
extendlen_27_cycle_1_5_sample2.cif	10.0180	0.1584
extendlen_26_cycle_5_8_sample2.cif	9.5034	0.1682
extendlen_31_cycle_5_4_sample2.cif	11.3703	0.1603
extendlen_32_cycle_1_4_sample1.cif	10.3736	0.1603
extendlen_36_cycle_2_4_sample2.cif	12.2118	0.1575
extendlen_34_cycle_4_8_sample2.cif	10.9523	0.1641
extendlen_25_cycle_2_7_sample1.cif	10.1776	0.1597
extendlen_28_cycle_3_9_sample1.cif	10.5366	0.1611
extendlen_38_cycle_5_6_sample2.cif	10.3803	0.1552
extendlen_25_cycle_4_1_sample2.cif	10.9798	0.1605
extendlen_25_cycle_3_9_sample2.cif	9.4565	0.1640
extendlen_34_cycle_1_7_sample1.cif	9.3190	0.1664
extendlen_28_cycle_3_9_sample2.cif	10.4860	0.1581
extendlen_27_cycle_3_2_sample2.cif	10.3630	0.1621
extendlen_36_cycle_2_8_sample1.cif	9.4534	0.1657
extendlen_38_cycle_4_8_sample1.cif	11.7278	0.1551
extendlen_27_cycle_5_0_sample1.cif	9.4045	0.1677
extendlen_26_cycle_2_7_sample1.cif	10.9539	0.1611
extendlen_30_cycle_4_8_sample2.cif	9.0131	0.1594
extendlen_33_cycle_4_0_sample1.cif	10.6649	0.1664
extendlen_34_cycle_5_4_sample2.cif	10.8980	0.1563
extendlen_34_cycle_5_2_sample1.cif	11.6780	0.1536
extendlen_27_cycle_3_7_sample2.cif	10.1719	0.1742
extendlen_39_cycle_2_3_sample2.cif	11.6707	0.1632
extendlen_28_cycle_3_1_sample2.cif	10.0740	0.1636
extendlen_33_cycle_2_5_sample2.cif	11.6383	0.1684
extendlen_34_cycle_4_9_sample2.cif	9.9846	0.1588
extendlen_34_cycle_5_3_sample2.cif	9.1892	0.1680
extendlen_28_cycle_3_8_sample2.cif	11.0093	0.1728
extendlen_25_cycle_2_9_sample2.cif	10.1599	0.1682
